ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,NormalizedTitle,NormalizedAuthor,DuplicateKey,RatingCount
089296720X,Uncommon Clay,Margaret Maron,2001,Warner Books,http://images.amazon.com/images/P/089296720X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089296720X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089296720X.01.LZZZZZZZ.jpg,uncommon clay,margaret maron,uncommon clay|margaret maron,4
0446351709,One L : The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,1988,Warner Books,http://images.amazon.com/images/P/0446351709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446351709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446351709.01.LZZZZZZZ.jpg,one l the turbulent true story of a first year at harvard law school,scott turow,one l the turbulent true story of a first year at harvard law school|scott turow,4
0553583395,Don't Look Back,Amanda Quick,2003,Bantam Books,http://images.amazon.com/images/P/0553583395.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583395.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583395.01.LZZZZZZZ.jpg,dont look back,amanda quick,dont look back|amanda quick,4
0525941673,Cavedweller,Dorothy Allison,1998,Dutton Books,http://images.amazon.com/images/P/0525941673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525941673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525941673.01.LZZZZZZZ.jpg,cavedweller,dorothy allison,cavedweller|dorothy allison,4
0679419616,From Beginning to End: The Rituals of Our Lives,Robert Fulghum,1995,Random House Inc,http://images.amazon.com/images/P/0679419616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679419616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679419616.01.LZZZZZZZ.jpg,from beginning to end the rituals of our lives,robert fulghum,from beginning to end the rituals of our lives|robert fulghum,4
0061031429,The Vendetta Defense,Lisa Scottoline,2002,HarperTorch,http://images.amazon.com/images/P/0061031429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061031429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061031429.01.LZZZZZZZ.jpg,the vendetta defense,lisa scottoline,the vendetta defense|lisa scottoline,4
0449212394,Bolt,Dick Francis,1988,Fawcett Books,http://images.amazon.com/images/P/0449212394.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449212394.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449212394.01.LZZZZZZZ.jpg,bolt,dick francis,bolt|dick francis,4
0671454048,VELVET SONG,Jude Deveraux,1983,Pocket,http://images.amazon.com/images/P/0671454048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671454048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671454048.01.LZZZZZZZ.jpg,velvet song,jude deveraux,velvet song|jude deveraux,4
0671870963,Prince Charming,Julie Garwood,1995,Pocket,http://images.amazon.com/images/P/0671870963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671870963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671870963.01.LZZZZZZZ.jpg,prince charming,julie garwood,prince charming|julie garwood,4
0440952522,MANY WATERS,MADELEINE L'ENGLE,1987,Laurel Leaf,http://images.amazon.com/images/P/0440952522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440952522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440952522.01.LZZZZZZZ.jpg,many waters,madeleine lengle,many waters|madeleine lengle,4
0671744615,LEGEND,Jude Deveraux,1996,Atria,http://images.amazon.com/images/P/0671744615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671744615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671744615.01.LZZZZZZZ.jpg,legend,jude deveraux,legend|jude deveraux,4
059030271X,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T),http://images.amazon.com/images/P/059030271X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059030271X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059030271X.01.LZZZZZZZ.jpg,charlottes web,e b white,charlottes web|e b white,4
0449006565,The Whitechapel Conspiracy,Anne Perry,2002,Ballantine Books,http://images.amazon.com/images/P/0449006565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449006565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449006565.01.LZZZZZZZ.jpg,the whitechapel conspiracy,anne perry,the whitechapel conspiracy|anne perry,4
0515129224,Soft Focus,Jayne Ann Krentz,2000,Jove Books,http://images.amazon.com/images/P/0515129224.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515129224.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515129224.01.LZZZZZZZ.jpg,soft focus,jayne ann krentz,soft focus|jayne ann krentz,4
0440131480,Breakfast of Champions,Kurt Vonnegut,1991,Dell Publishing Company,http://images.amazon.com/images/P/0440131480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440131480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440131480.01.LZZZZZZZ.jpg,breakfast of champions,kurt vonnegut,breakfast of champions|kurt vonnegut,4
0385491069,The Edible Woman,MARGARET ATWOOD,1998,Anchor,http://images.amazon.com/images/P/0385491069.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385491069.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385491069.01.LZZZZZZZ.jpg,the edible woman,margaret atwood,the edible woman|margaret atwood,4
0312952813,The Black Ice (Detective Harry Bosch Mysteries),Michael Connelly,1996,St. Martin's Press,http://images.amazon.com/images/P/0312952813.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312952813.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312952813.01.LZZZZZZZ.jpg,the black ice detective harry bosch mysteries,michael connelly,the black ice detective harry bosch mysteries|michael connelly,4
0758204175,I Brake for Bad Boys,Lori Foster,2002,BRAVA,http://images.amazon.com/images/P/0758204175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0758204175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0758204175.01.LZZZZZZZ.jpg,i brake for bad boys,lori foster,i brake for bad boys|lori foster,4
0743407083,Grand Avenue,Joy Fielding,2002,Pocket Star,http://images.amazon.com/images/P/0743407083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743407083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743407083.01.LZZZZZZZ.jpg,grand avenue,joy fielding,grand avenue|joy fielding,4
0812543262,Relic,Douglas Preston,2003,Tor Books,http://images.amazon.com/images/P/0812543262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812543262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812543262.01.LZZZZZZZ.jpg,relic,douglas preston,relic|douglas preston,4
0809117541,Hope for the Flowers,Trina Paulus,1973,Paulist Press,http://images.amazon.com/images/P/0809117541.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0809117541.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0809117541.01.LZZZZZZZ.jpg,hope for the flowers,trina paulus,hope for the flowers|trina paulus,4
0440215285,Killing Orders,Sara Paretsky,1993,Dell,http://images.amazon.com/images/P/0440215285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440215285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440215285.01.LZZZZZZZ.jpg,killing orders,sara paretsky,killing orders|sara paretsky,4
0446533041,Good Grief : A Novel,Lolly Winston,2004,Warner Books,http://images.amazon.com/images/P/0446533041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446533041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446533041.01.LZZZZZZZ.jpg,good grief a novel,lolly winston,good grief a novel|lolly winston,4
044023655X,Kiss of the Highlander,Karen Marie Moning,2001,Dell Publishing Company,http://images.amazon.com/images/P/044023655X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044023655X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044023655X.01.LZZZZZZZ.jpg,kiss of the highlander,karen marie moning,kiss of the highlander|karen marie moning,4
0345413377,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2001,Del Rey,http://images.amazon.com/images/P/0345413377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413377.01.LZZZZZZZ.jpg,the amber spyglass his dark materials book 3,philip pullman,the amber spyglass his dark materials book 3|philip pullman,4
0451198638,The Other Side and Back: A Psychic's Guide to Our World and Beyond,Sylvia Browne,2000,Signet Book,http://images.amazon.com/images/P/0451198638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451198638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451198638.01.LZZZZZZZ.jpg,the other side and back a psychics guide to our world and beyond,sylvia browne,the other side and back a psychics guide to our world and beyond|sylvia browne,4
0394561619,Love in the Time of Cholera,GABRIEL GARCIA MARQUEZ,1988,Knopf,http://images.amazon.com/images/P/0394561619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394561619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394561619.01.LZZZZZZZ.jpg,love in the time of cholera,gabriel garcia marquez,love in the time of cholera|gabriel garcia marquez,4
0345391810,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1995,Ballantine Books,http://images.amazon.com/images/P/0345391810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391810.01.LZZZZZZZ.jpg,the restaurant at the end of the universe hitchhikers trilogy paperback,douglas adams,the restaurant at the end of the universe hitchhikers trilogy paperback|douglas adams,4
0618154442,My Life on A Plate,India Knight,2001,Mariner Books,http://images.amazon.com/images/P/0618154442.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618154442.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618154442.01.LZZZZZZZ.jpg,my life on a plate,india knight,my life on a plate|india knight,4
0425174484,"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic",Martha Beck,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425174484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425174484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425174484.01.LZZZZZZZ.jpg,expecting adam a true story of birth rebirth and everyday magic,martha beck,expecting adam a true story of birth rebirth and everyday magic|martha beck,4
067151699X,The HIDDEN LIFE OF DOGS,Elizabeth Marshall Thomas,1995,Pocket,http://images.amazon.com/images/P/067151699X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067151699X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067151699X.01.LZZZZZZZ.jpg,the hidden life of dogs,elizabeth marshall thomas,the hidden life of dogs|elizabeth marshall thomas,4
0060198338,Hit List,Lawrence Block,2000,William Morrow &amp; Company,http://images.amazon.com/images/P/0060198338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060198338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060198338.01.LZZZZZZZ.jpg,hit list,lawrence block,hit list|lawrence block,4
044023669X,The Kiss,Danielle Steel,2002,Dell Publishing Company,http://images.amazon.com/images/P/044023669X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044023669X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044023669X.01.LZZZZZZZ.jpg,the kiss,danielle steel,the kiss|danielle steel,4
0671871005,The WEDDING,Julie Garwood,1997,Pocket Star,http://images.amazon.com/images/P/0671871005.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671871005.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671871005.01.LZZZZZZZ.jpg,the wedding,julie garwood,the wedding|julie garwood,4
060980619X,God Save the Sweet Potato Queens,JILL CONNER BROWNE,2001,Three Rivers Press,http://images.amazon.com/images/P/060980619X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/060980619X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/060980619X.01.LZZZZZZZ.jpg,god save the sweet potato queens,jill conner browne,god save the sweet potato queens|jill conner browne,4
067102096X,Lethal Seduction,Jackie Collins,2001,Pocket,http://images.amazon.com/images/P/067102096X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067102096X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067102096X.01.LZZZZZZZ.jpg,lethal seduction,jackie collins,lethal seduction|jackie collins,4
0312982518,The Sigma Protocol,Robert Ludlum,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312982518.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312982518.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312982518.01.LZZZZZZZ.jpg,the sigma protocol,robert ludlum,the sigma protocol|robert ludlum,4
0446525804,Last Man Standing,David Baldacci,2001,Warner Books,http://images.amazon.com/images/P/0446525804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525804.01.LZZZZZZZ.jpg,last man standing,david baldacci,last man standing|david baldacci,4
0553565915,Embraced by the Light,Betty J. Eadie,1994,Bantam Books,http://images.amazon.com/images/P/0553565915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553565915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553565915.01.LZZZZZZZ.jpg,embraced by the light,betty j eadie,embraced by the light|betty j eadie,4
0440213029,The Lilac Bus: Stories,Maeve Binchy,1992,Dell,http://images.amazon.com/images/P/0440213029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213029.01.LZZZZZZZ.jpg,the lilac bus stories,maeve binchy,the lilac bus stories|maeve binchy,4
0425144372,Clear and Present Danger,Tom Clancy,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425144372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425144372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425144372.01.LZZZZZZZ.jpg,clear and present danger,tom clancy,clear and present danger|tom clancy,4
0330352253,To the Hilt,Dick Francis,1997,Pan Publishing,http://images.amazon.com/images/P/0330352253.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330352253.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330352253.01.LZZZZZZZ.jpg,to the hilt,dick francis,to the hilt|dick francis,4
0670878847,The Most Wanted,Jacquelyn Mitchard,1998,Viking Books,http://images.amazon.com/images/P/0670878847.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670878847.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670878847.01.LZZZZZZZ.jpg,the most wanted,jacquelyn mitchard,the most wanted|jacquelyn mitchard,4
0451458222,"The Summer Tree (The Fionavar Tapestry, Book 1)",Guy Gavriel Kay,2001,Roc,http://images.amazon.com/images/P/0451458222.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451458222.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451458222.01.LZZZZZZZ.jpg,the summer tree the fionavar tapestry book 1,guy gavriel kay,the summer tree the fionavar tapestry book 1|guy gavriel kay,4
0671528165,PEOPLE OF THE LIE,M. Scott Peck,1985,Touchstone,http://images.amazon.com/images/P/0671528165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671528165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671528165.01.LZZZZZZZ.jpg,people of the lie,m scott peck,people of the lie|m scott peck,4
052594673X,"Oh, the Things I Know! A Guide to Success, or, Failing That, Happiness",Al Franken,2002,Dutton Books,http://images.amazon.com/images/P/052594673X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/052594673X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/052594673X.01.LZZZZZZZ.jpg,oh the things i know a guide to success or failing that happiness,al franken,oh the things i know a guide to success or failing that happiness|al franken,4
0553582658,Summer Light,Luanne Rice,2002,Bantam Books,http://images.amazon.com/images/P/0553582658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582658.01.LZZZZZZZ.jpg,summer light,luanne rice,summer light|luanne rice,4
0743222245,Living History,Hillary Rodham Clinton,2003,Simon &amp; Schuster,http://images.amazon.com/images/P/0743222245.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743222245.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743222245.01.LZZZZZZZ.jpg,living history,hillary rodham clinton,living history|hillary rodham clinton,4
0449217264,Alaska,James A. Michener,1994,Fawcett Books,http://images.amazon.com/images/P/0449217264.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449217264.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449217264.01.LZZZZZZZ.jpg,alaska,james a michener,alaska|james a michener,4
0345351878,Restoree,Anne McCaffrey,1990,Del Rey Books,http://images.amazon.com/images/P/0345351878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345351878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345351878.01.LZZZZZZZ.jpg,restoree,anne mccaffrey,restoree|anne mccaffrey,4
0812542835,Reliquary,Douglas Preston,1998,Tor Books,http://images.amazon.com/images/P/0812542835.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812542835.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812542835.01.LZZZZZZZ.jpg,reliquary,douglas preston,reliquary|douglas preston,4
0140449124,Madame Bovary,Gustave Flaubert,2003,Penguin Books,http://images.amazon.com/images/P/0140449124.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140449124.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140449124.01.LZZZZZZZ.jpg,madame bovary,gustave flaubert,madame bovary|gustave flaubert,4
0060090383,Rachel's Holiday,Marian Keyes,2002,Perennial,http://images.amazon.com/images/P/0060090383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060090383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060090383.01.LZZZZZZZ.jpg,rachels holiday,marian keyes,rachels holiday|marian keyes,4
0671737848,Rebellious Desire,Julie Garwood,1991,Pocket,http://images.amazon.com/images/P/0671737848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671737848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671737848.01.LZZZZZZZ.jpg,rebellious desire,julie garwood,rebellious desire|julie garwood,4
0684801051,TIME AND AGAIN,Jack Finney,1995,Touchstone,http://images.amazon.com/images/P/0684801051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684801051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684801051.01.LZZZZZZZ.jpg,time and again,jack finney,time and again|jack finney,4
0385315090,Mirror Image,Danielle Steel,1998,Delacorte Press,http://images.amazon.com/images/P/0385315090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385315090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385315090.01.LZZZZZZZ.jpg,mirror image,danielle steel,mirror image|danielle steel,4
0553584375,No One to Trust,IRIS JOHANSEN,2003,Bantam,http://images.amazon.com/images/P/0553584375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553584375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553584375.01.LZZZZZZZ.jpg,no one to trust,iris johansen,no one to trust|iris johansen,4
